VentaID,Fecha,ClienteID,Segmento,Producto,Categoria,Region,Canal,Cantidad,PrecioUnitario,Descuento,VentaNeta,Margen,MedioPago
V02323,2024-09-08,C0044,Profesional,Taladro inalámbrico,Herramientas,Cusco,Tienda,2,260,0.0,520.0,133.3,Efectivo
V02324,2025-02-20,C0476,Hogar,Cable eléctrico 10m,Electricidad,Cusco,Tienda,7,42,0.1,264.6,34.28,Transferencia
V02325,2024-06-02,C0497,Hogar,Casco de seguridad,Seguridad,Cusco,Tienda,6,35,0.08,193.2,64.77,Transferencia
V02326,2025-04-04,C0342,Hogar,Tubo PVC 1/2,Plomería,Cusco,App,1,8,0.0,8.0,2.61,Efectivo
V02327,2025-06-15,C0339,Profesional,Tubo PVC 1/2,Plomería,Junín,Tienda,3,8,0.05,22.8,6.38,Plin
V02328,2025-04-18,C0135,Profesional,Tubo PVC 1/2,Plomería,Arequipa,Web,4,8,0.03,31.04,5.67,Plin
V02329,2025-11-29,C0204,Hogar,Alicate,Herramientas,Cusco,Web,2,38,0.1,68.4,11.58,Transferencia
V02330,2024-04-30,C0260,Profesional,Taladro inalámbrico,Herramientas,La Libertad,Marketplace,3,260,0.08,717.6,206.01,Efectivo
V02331,2025-06-03,C0483,Hogar,Guantes de trabajo,Seguridad,Cusco,App,5,22,0.08,101.2,32.16,Efectivo
V02332,2025-06-10,C0403,Profesional,Cable eléctrico 10m,Electricidad,Junín,Web,5,42,0.03,203.7,39.52,Yape
V02333,2024-11-13,C0318,Hogar,Pintura látex 4L,Pinturas,Lima,Tienda,1,95,0.05,90.25,22.41,Tarjeta
V02334,2025-10-18,C0373,Hogar,Alicate,Herramientas,La Libertad,Marketplace,5,38,0.1,171.0,49.83,Tarjeta
V02335,2025-04-06,C0338,Hogar,Martillo profesional,Herramientas,Lima,Web,4,65,0.0,260.0,61.8,Tarjeta
V02336,2025-03-13,C0500,Hogar,Tubo PVC 1/2,Plomería,Lima,Web,1,8,0.03,7.76,2.34,Tarjeta
V02337,2025-01-24,C0203,Profesional,Cable eléctrico 10m,Electricidad,Junín,Web,2,42,0.08,77.28,21.37,Yape
V02338,2024-09-17,C0443,Profesional,Casco de seguridad,Seguridad,La Libertad,Tienda,7,35,0.0,245.0,46.27,Yape
V02339,2024-01-13,C0139,Hogar,Casco de seguridad,Seguridad,Junín,Marketplace,3,35,0.05,99.75,20.89,Transferencia
V02340,2025-01-26,C0083,Hogar,Casco de seguridad,Seguridad,Cusco,Tienda,5,35,0.05,166.25,49.83,Tarjeta
V02341,2024-02-11,C0043,Profesional,Cemento 42.5kg,Construcción,Arequipa,Tienda,7,32,0.03,217.28,67.17,Yape
V02342,2025-11-18,C0423,Empresa,Cable eléctrico 10m,Electricidad,Lima,Marketplace,3,42,0.05,119.7,27.28,Plin
V02343,2024-08-21,C0292,Profesional,Taladro inalámbrico,Herramientas,Junín,Marketplace,1,260,0.03,252.2,53.38,Plin
V02344,2024-04-21,C0246,Hogar,Casco de seguridad,Seguridad,Arequipa,Tienda,2,35,0.08,64.4,15.63,Yape
V02345,2024-03-30,C0380,Profesional,Foco LED,Electricidad,Cusco,Web,6,15,0.05,85.5,13.15,Efectivo
V02346,2025-05-06,C0219,Hogar,Cable eléctrico 10m,Electricidad,Cusco,App,5,42,0.05,199.5,53.82,Efectivo
V02347,2025-01-17,C0064,Hogar,Guantes de trabajo,Seguridad,Cusco,Tienda,5,22,0.05,104.5,28.9,Tarjeta
V02348,2024-11-05,C0417,Empresa,Martillo profesional,Herramientas,Cusco,App,1,65,0.08,59.8,10.17,Tarjeta
V02349,2025-02-28,C0190,Hogar,Taladro inalámbrico,Herramientas,Piura,Tienda,4,260,0.1,936.0,212.07,Efectivo
V02350,2025-12-06,C0226,Hogar,Tubo PVC 1/2,Plomería,Lima,Tienda,6,8,0.0,48.0,12.55,Tarjeta
V02351,2025-11-24,C0239,Hogar,Cemento 42.5kg,Construcción,La Libertad,App,6,32,0.05,182.4,30.12,Transferencia
V02352,2024-09-13,C0128,Empresa,Brocha 3 pulgadas,Pinturas,La Libertad,Tienda,7,18,0.08,115.92,22.53,Tarjeta
V02353,2025-07-12,C0494,Hogar,Cable eléctrico 10m,Electricidad,La Libertad,Tienda,3,42,0.08,115.92,31.61,Yape
V02354,2025-08-09,C0257,Profesional,Casco de seguridad,Seguridad,Cusco,Web,6,35,0.0,210.0,68.99,Efectivo
V02355,2024-03-05,C0412,Profesional,Taladro inalámbrico,Herramientas,La Libertad,Marketplace,6,260,0.03,1513.2,451.55,Yape
V02356,2025-02-06,C0252,Hogar,Tubo PVC 1/2,Plomería,Cusco,Tienda,7,8,0.05,53.2,17.9,Plin
V02357,2024-09-28,C0128,Profesional,Foco LED,Electricidad,Cusco,Marketplace,4,15,0.05,57.0,8.21,Transferencia
V02358,2025-12-24,C0066,Profesional,Llave de paso,Plomería,Arequipa,App,2,28,0.08,51.52,8.13,Plin
V02359,2025-03-13,C0058,Hogar,Casco de seguridad,Seguridad,Arequipa,Tienda,2,35,0.0,70.0,16.85,Tarjeta
V02360,2025-01-26,C0293,Profesional,Alicate,Herramientas,Lima,Web,6,38,0.0,228.0,58.05,Plin
V02361,2025-12-01,C0031,Profesional,Foco LED,Electricidad,Junín,Tienda,6,15,0.0,90.0,26.92,Plin
V02362,2025-08-11,C0287,Hogar,Guantes de trabajo,Seguridad,La Libertad,Marketplace,1,22,0.0,22.0,2.82,Efectivo
V02363,2025-04-16,C0441,Hogar,Martillo profesional,Herramientas,Cusco,Marketplace,3,65,0.0,195.0,40.97,Tarjeta
V02364,2024-10-04,C0464,Profesional,Foco LED,Electricidad,Cusco,Web,4,15,0.03,58.2,18.43,Yape
V02365,2024-08-16,C0312,Profesional,Guantes de trabajo,Seguridad,Cusco,App,2,22,0.05,41.8,7.13,Efectivo
V02366,2025-07-28,C0129,Hogar,Llave de paso,Plomería,Junín,Tienda,1,28,0.0,28.0,6.64,Transferencia
V02367,2025-02-12,C0340,Hogar,Foco LED,Electricidad,Lima,Marketplace,1,15,0.05,14.25,4.77,Plin
V02368,2025-02-11,C0353,Hogar,Foco LED,Electricidad,Lima,Tienda,1,15,0.05,14.25,3.97,Efectivo
V02369,2024-09-18,C0020,Profesional,Cemento 42.5kg,Construcción,Junín,Tienda,1,32,0.0,32.0,7.06,Efectivo
V02370,2024-08-16,C0363,Empresa,Martillo profesional,Herramientas,Lima,Web,6,65,0.1,351.0,44.47,Transferencia
V02371,2025-09-26,C0113,Profesional,Alicate,Herramientas,Cusco,Tienda,7,38,0.05,252.7,46.58,Yape
V02372,2025-04-17,C0166,Hogar,Casco de seguridad,Seguridad,Piura,Tienda,2,35,0.08,64.4,17.72,Tarjeta
V02373,2025-03-06,C0140,Hogar,Guantes de trabajo,Seguridad,Junín,Tienda,5,22,0.0,110.0,36.44,Efectivo
V02374,2025-12-30,C0180,Profesional,Taladro inalámbrico,Herramientas,Cusco,Marketplace,3,260,0.0,780.0,206.93,Transferencia
V02375,2024-06-01,C0232,Profesional,Cemento 42.5kg,Construcción,Cusco,Tienda,5,32,0.08,147.2,40.22,Transferencia
V02376,2024-06-02,C0056,Hogar,Foco LED,Electricidad,Piura,Tienda,5,15,0.03,72.75,17.4,Tarjeta
V02377,2024-03-01,C0201,Empresa,Cemento 42.5kg,Construcción,Arequipa,Tienda,1,32,0.0,32.0,7.78,Efectivo
V02378,2024-06-19,C0248,Profesional,Pintura látex 4L,Pinturas,Lima,Tienda,3,95,0.03,276.45,55.2,Transferencia
V02379,2025-12-28,C0483,Hogar,Cable eléctrico 10m,Electricidad,Piura,App,5,42,0.03,203.7,61.88,Transferencia
V02380,2024-01-30,C0204,Hogar,Brocha 3 pulgadas,Pinturas,La Libertad,Web,4,18,0.0,72.0,21.09,Transferencia
V02381,2025-05-14,C0256,Profesional,Martillo profesional,Herramientas,Junín,App,1,65,0.1,58.5,10.17,Tarjeta
V02382,2024-06-24,C0478,Empresa,Foco LED,Electricidad,Piura,Tienda,5,15,0.05,71.25,16.83,Tarjeta
V02383,2025-08-30,C0194,Empresa,Casco de seguridad,Seguridad,La Libertad,Tienda,4,35,0.1,126.0,37.76,Yape
V02384,2024-01-09,C0205,Profesional,Martillo profesional,Herramientas,La Libertad,Tienda,5,65,0.03,315.25,81.0,Efectivo
V02385,2025-05-10,C0398,Profesional,Llave de paso,Plomería,Lima,Marketplace,4,28,0.05,106.4,16.48,Tarjeta
V02386,2025-08-04,C0393,Empresa,Alicate,Herramientas,Piura,Tienda,3,38,0.0,114.0,18.58,Yape
V02387,2025-10-16,C0214,Hogar,Casco de seguridad,Seguridad,La Libertad,Web,1,35,0.05,33.25,6.7,Plin
V02388,2025-12-11,C0231,Profesional,Foco LED,Electricidad,La Libertad,Tienda,4,15,0.0,60.0,13.69,Tarjeta
V02389,2024-04-16,C0187,Hogar,Guantes de trabajo,Seguridad,Lima,Tienda,4,22,0.03,85.36,22.06,Transferencia
V02390,2025-04-18,C0458,Hogar,Cemento 42.5kg,Construcción,Cusco,App,2,32,0.08,58.88,12.66,Efectivo
V02391,2024-03-16,C0248,Hogar,Casco de seguridad,Seguridad,Arequipa,App,1,35,0.05,33.25,8.77,Efectivo
V02392,2025-07-09,C0363,Profesional,Cemento 42.5kg,Construcción,Cusco,Web,7,32,0.08,206.08,61.78,Efectivo
V02393,2024-06-19,C0475,Profesional,Brocha 3 pulgadas,Pinturas,Cusco,Tienda,1,18,0.05,17.1,2.44,Plin
V02394,2024-12-09,C0303,Profesional,Foco LED,Electricidad,Arequipa,Web,4,15,0.03,58.2,15.63,Yape
V02395,2024-10-27,C0380,Hogar,Casco de seguridad,Seguridad,Arequipa,Marketplace,4,35,0.08,128.8,40.8,Tarjeta
V02396,2025-11-15,C0213,Hogar,Martillo profesional,Herramientas,Piura,Marketplace,7,65,0.0,455.0,123.23,Efectivo
V02397,2024-02-18,C0448,Profesional,Tubo PVC 1/2,Plomería,La Libertad,Web,7,8,0.0,56.0,12.78,Plin
V02398,2025-04-07,C0002,Hogar,Alicate,Herramientas,Arequipa,Web,1,38,0.05,36.1,11.16,Plin
V02399,2024-06-24,C0122,Profesional,Llave de paso,Plomería,Arequipa,Web,3,28,0.0,84.0,23.82,Plin
V02400,2025-02-20,C0279,Hogar,Alicate,Herramientas,Junín,Web,5,38,0.05,180.5,44.38,Plin
V02401,2025-09-01,C0363,Hogar,Casco de seguridad,Seguridad,La Libertad,Web,4,35,0.03,135.8,22.58,Efectivo
V02402,2025-03-03,C0465,Empresa,Cable eléctrico 10m,Electricidad,Piura,Web,1,42,0.05,39.9,7.96,Efectivo
V02403,2024-12-23,C0081,Empresa,Tubo PVC 1/2,Plomería,Cusco,Tienda,7,8,0.05,53.2,16.63,Transferencia
V02404,2025-11-08,C0003,Profesional,Brocha 3 pulgadas,Pinturas,Arequipa,Tienda,7,18,0.05,119.7,38.29,Transferencia
V02405,2024-08-13,C0345,Hogar,Martillo profesional,Herramientas,Cusco,Marketplace,6,65,0.05,370.5,66.86,Efectivo
V02406,2025-04-18,C0173,Empresa,Foco LED,Electricidad,Cusco,Tienda,4,15,0.05,57.0,11.88,Yape
V02407,2024-07-28,C0083,Hogar,Alicate,Herramientas,Cusco,Tienda,3,38,0.05,108.3,32.4,Tarjeta
V02408,2024-05-10,C0027,Profesional,Tubo PVC 1/2,Plomería,Piura,Tienda,3,8,0.08,22.08,5.28,Transferencia
V02409,2025-07-21,C0408,Profesional,Taladro inalámbrico,Herramientas,Arequipa,Tienda,2,260,0.08,478.4,59.92,Efectivo
V02410,2024-07-31,C0197,Profesional,Cable eléctrico 10m,Electricidad,Cusco,Web,1,42,0.08,38.64,8.68,Tarjeta
V02411,2024-11-13,C0481,Profesional,Brocha 3 pulgadas,Pinturas,Arequipa,App,7,18,0.05,119.7,26.6,Tarjeta
V02412,2024-01-12,C0108,Hogar,Pintura látex 4L,Pinturas,Piura,Tienda,1,95,0.03,92.15,23.54,Transferencia
V02413,2024-01-10,C0448,Hogar,Llave de paso,Plomería,Junín,Tienda,4,28,0.03,108.64,29.44,Transferencia
V02414,2025-01-31,C0038,Profesional,Casco de seguridad,Seguridad,Cusco,Marketplace,3,35,0.03,101.85,16.84,Transferencia
V02415,2025-01-08,C0006,Profesional,Martillo profesional,Herramientas,Arequipa,Tienda,7,65,0.03,441.35,65.91,Efectivo
V02416,2025-10-29,C0226,Profesional,Cemento 42.5kg,Construcción,Junín,Tienda,2,32,0.03,62.08,19.65,Plin
V02417,2025-11-13,C0216,Hogar,Llave de paso,Plomería,La Libertad,Tienda,4,28,0.08,103.04,29.47,Tarjeta
V02418,2024-07-29,C0409,Profesional,Cemento 42.5kg,Construcción,Arequipa,Marketplace,1,32,0.0,32.0,8.7,Transferencia
V02419,2024-12-08,C0077,Empresa,Cable eléctrico 10m,Electricidad,Piura,Tienda,7,42,0.03,285.18,43.33,Tarjeta
V02420,2025-10-29,C0394,Profesional,Martillo profesional,Herramientas,Piura,Tienda,4,65,0.05,247.0,62.01,Efectivo
V02421,2024-09-08,C0489,Empresa,Llave de paso,Plomería,Cusco,Marketplace,7,28,0.05,186.2,31.48,Efectivo
V02422,2024-08-13,C0437,Profesional,Cemento 42.5kg,Construcción,Piura,App,3,32,0.0,96.0,15.38,Efectivo
V02423,2025-06-11,C0237,Profesional,Llave de paso,Plomería,Lima,Marketplace,5,28,0.0,140.0,21.88,Tarjeta
V02424,2025-06-17,C0300,Profesional,Brocha 3 pulgadas,Pinturas,Cusco,Tienda,5,18,0.03,87.3,27.49,Yape
V02425,2024-11-01,C0485,Empresa,Foco LED,Electricidad,Cusco,Marketplace,1,15,0.05,14.25,4.1,Tarjeta
V02426,2024-02-08,C0453,Empresa,Cable eléctrico 10m,Electricidad,La Libertad,Tienda,2,42,0.0,84.0,23.92,Efectivo
V02427,2025-01-28,C0244,Hogar,Pintura látex 4L,Pinturas,La Libertad,Web,2,95,0.0,190.0,47.13,Plin
V02428,2025-05-26,C0333,Profesional,Tubo PVC 1/2,Plomería,Piura,Tienda,6,8,0.03,46.56,8.85,Yape
V02429,2024-12-23,C0283,Profesional,Pintura látex 4L,Pinturas,Lima,Tienda,7,95,0.08,611.8,100.48,Tarjeta
V02430,2025-11-24,C0399,Profesional,Taladro inalámbrico,Herramientas,Lima,Tienda,7,260,0.05,1729.0,280.3,Transferencia
V02431,2024-02-03,C0312,Profesional,Cemento 42.5kg,Construcción,Arequipa,App,1,32,0.0,32.0,10.69,Tarjeta
V02432,2024-08-02,C0311,Hogar,Casco de seguridad,Seguridad,Cusco,App,4,35,0.05,133.0,26.44,Tarjeta
V02433,2024-01-24,C0133,Profesional,Brocha 3 pulgadas,Pinturas,Arequipa,App,1,18,0.0,18.0,5.77,Efectivo
V02434,2024-10-13,C0176,Profesional,Llave de paso,Plomería,Lima,Tienda,1,28,0.05,26.6,6.36,Efectivo
V02435,2025-12-31,C0398,Hogar,Brocha 3 pulgadas,Pinturas,Arequipa,App,2,18,0.05,34.2,7.52,Tarjeta
V02436,2024-03-18,C0193,Hogar,Tubo PVC 1/2,Plomería,Lima,Tienda,7,8,0.0,56.0,17.37,Plin
V02437,2024-06-22,C0101,Profesional,Alicate,Herramientas,Cusco,Tienda,5,38,0.03,184.3,41.65,Efectivo
V02438,2024-02-22,C0405,Profesional,Brocha 3 pulgadas,Pinturas,Junín,Tienda,4,18,0.1,64.8,9.8,Efectivo
V02439,2024-09-22,C0085,Empresa,Tubo PVC 1/2,Plomería,Piura,Tienda,3,8,0.03,23.28,2.88,Yape
V02440,2025-11-17,C0035,Profesional,Tubo PVC 1/2,Plomería,Piura,Tienda,2,8,0.03,15.52,3.73,Efectivo
V02441,2025-04-10,C0469,Empresa,Taladro inalámbrico,Herramientas,Arequipa,Web,6,260,0.03,1513.2,322.44,Yape
V02442,2024-05-22,C0047,Empresa,Martillo profesional,Herramientas,Lima,Tienda,3,65,0.05,185.25,50.02,Transferencia
V02443,2024-08-01,C0261,Empresa,Martillo profesional,Herramientas,Arequipa,Tienda,7,65,0.05,432.25,81.65,Efectivo
V02444,2025-12-01,C0036,Profesional,Pintura látex 4L,Pinturas,Piura,Tienda,5,95,0.08,437.0,147.44,Efectivo
V02445,2024-05-31,C0367,Hogar,Guantes de trabajo,Seguridad,Arequipa,Tienda,4,22,0.05,83.6,19.72,Transferencia
V02446,2025-05-19,C0482,Profesional,Foco LED,Electricidad,Piura,Tienda,6,15,0.03,87.3,11.3,Yape
V02447,2024-05-01,C0475,Hogar,Pintura látex 4L,Pinturas,La Libertad,Tienda,5,95,0.1,427.5,78.59,Transferencia
V02448,2025-09-20,C0473,Hogar,Foco LED,Electricidad,La Libertad,Marketplace,1,15,0.1,13.5,2.11,Yape
V02449,2025-12-31,C0091,Empresa,Cemento 42.5kg,Construcción,La Libertad,Web,5,32,0.0,160.0,40.04,Tarjeta
V02450,2024-04-14,C0416,Hogar,Martillo profesional,Herramientas,Junín,Tienda,1,65,0.05,61.75,20.12,Yape
V02451,2024-09-29,C0184,Empresa,Alicate,Herramientas,Lima,Web,7,38,0.0,266.0,68.72,Plin
V02452,2025-05-11,C0399,Profesional,Taladro inalámbrico,Herramientas,Lima,Tienda,7,260,0.1,1638.0,406.88,Plin
V02453,2025-07-13,C0116,Profesional,Alicate,Herramientas,Arequipa,App,6,38,0.05,216.6,31.55,Tarjeta
V02454,2025-08-14,C0187,Hogar,Llave de paso,Plomería,Arequipa,App,6,28,0.03,162.96,28.81,Transferencia
V02455,2024-10-28,C0158,Profesional,Casco de seguridad,Seguridad,La Libertad,Web,7,35,0.0,245.0,68.56,Tarjeta
V02456,2024-11-28,C0054,Hogar,Pintura látex 4L,Pinturas,Cusco,Web,4,95,0.03,368.6,122.92,Transferencia
V02457,2024-07-14,C0434,Profesional,Casco de seguridad,Seguridad,Arequipa,Tienda,2,35,0.03,67.9,10.49,Yape
V02458,2024-06-10,C0328,Hogar,Taladro inalámbrico,Herramientas,Junín,Marketplace,7,260,0.08,1674.4,226.38,Yape
V02459,2025-08-14,C0365,Profesional,Cemento 42.5kg,Construcción,Piura,Web,7,32,0.0,224.0,69.95,Transferencia
V02460,2025-05-09,C0160,Profesional,Casco de seguridad,Seguridad,La Libertad,Web,7,35,0.0,245.0,56.62,Tarjeta
V02461,2024-11-15,C0132,Profesional,Alicate,Herramientas,Piura,Tienda,6,38,0.03,221.16,38.24,Yape
V02462,2024-10-12,C0093,Empresa,Taladro inalámbrico,Herramientas,Junín,App,4,260,0.1,936.0,275.89,Efectivo
V02463,2024-03-16,C0260,Hogar,Alicate,Herramientas,Lima,Tienda,4,38,0.0,152.0,42.03,Tarjeta
V02464,2025-11-14,C0410,Hogar,Pintura látex 4L,Pinturas,Piura,Tienda,5,95,0.0,475.0,125.49,Tarjeta
V02465,2024-05-08,C0434,Empresa,Pintura látex 4L,Pinturas,Piura,App,3,95,0.08,262.2,68.05,Yape
V02466,2025-10-22,C0172,Profesional,Alicate,Herramientas,Arequipa,Tienda,4,38,0.05,144.4,27.67,Transferencia
V02467,2025-08-10,C0280,Hogar,Cemento 42.5kg,Construcción,Junín,App,1,32,0.05,30.4,8.59,Yape
V02468,2024-12-16,C0219,Profesional,Tubo PVC 1/2,Plomería,Piura,Web,6,8,0.0,48.0,10.73,Tarjeta
V02469,2025-02-20,C0015,Hogar,Cable eléctrico 10m,Electricidad,Cusco,Marketplace,7,42,0.03,285.18,55.39,Efectivo
V02470,2025-11-28,C0281,Profesional,Guantes de trabajo,Seguridad,Junín,Web,1,22,0.1,19.8,3.13,Yape
V02471,2024-03-05,C0102,Hogar,Casco de seguridad,Seguridad,Junín,Web,5,35,0.0,175.0,59.28,Efectivo
V02472,2024-04-04,C0133,Hogar,Cemento 42.5kg,Construcción,Lima,Web,3,32,0.03,93.12,11.7,Plin
V02473,2024-11-04,C0480,Empresa,Martillo profesional,Herramientas,Arequipa,App,7,65,0.1,409.5,77.71,Efectivo
V02474,2024-01-03,C0254,Empresa,Alicate,Herramientas,Junín,Tienda,2,38,0.0,76.0,24.31,Transferencia
V02475,2024-06-19,C0358,Empresa,Casco de seguridad,Seguridad,Piura,Tienda,3,35,0.1,94.5,11.75,Tarjeta
V02476,2025-08-16,C0030,Hogar,Alicate,Herramientas,Junín,Tienda,4,38,0.08,139.84,32.36,Yape
V02477,2024-08-27,C0415,Empresa,Foco LED,Electricidad,Junín,Web,2,15,0.08,27.6,3.48,Transferencia
V02478,2025-10-09,C0115,Profesional,Alicate,Herramientas,Lima,Tienda,2,38,0.05,72.2,14.62,Tarjeta
V02479,2025-09-19,C0001,Hogar,Martillo profesional,Herramientas,Arequipa,Web,5,65,0.05,308.75,46.94,Plin
V02480,2025-10-22,C0293,Profesional,Pintura látex 4L,Pinturas,Junín,Marketplace,1,95,0.05,90.25,30.66,Transferencia
V02481,2025-12-01,C0058,Profesional,Foco LED,Electricidad,Lima,Marketplace,7,15,0.0,105.0,17.34,Tarjeta
V02482,2024-08-16,C0236,Hogar,Taladro inalámbrico,Herramientas,La Libertad,Web,1,260,0.05,247.0,44.61,Transferencia
V02483,2024-03-18,C0397,Profesional,Alicate,Herramientas,Lima,Marketplace,3,38,0.05,108.3,35.05,Plin
V02484,2025-09-02,C0076,Hogar,Pintura látex 4L,Pinturas,Lima,App,4,95,0.1,342.0,101.45,Transferencia
V02485,2024-12-19,C0174,Profesional,Martillo profesional,Herramientas,Piura,Web,5,65,0.1,292.5,70.2,Tarjeta
V02486,2025-09-30,C0401,Hogar,Foco LED,Electricidad,Junín,App,7,15,0.0,105.0,32.13,Efectivo
V02487,2024-02-16,C0307,Hogar,Taladro inalámbrico,Herramientas,Arequipa,Marketplace,4,260,0.0,1040.0,190.72,Yape
V02488,2025-02-18,C0003,Hogar,Casco de seguridad,Seguridad,Arequipa,Web,6,35,0.05,199.5,65.9,Transferencia
V02489,2025-06-30,C0272,Profesional,Taladro inalámbrico,Herramientas,Junín,Tienda,1,260,0.08,239.2,31.18,Transferencia
V02490,2024-03-09,C0241,Hogar,Brocha 3 pulgadas,Pinturas,Cusco,Tienda,1,18,0.08,16.56,5.37,Plin
V02491,2025-04-30,C0166,Hogar,Llave de paso,Plomería,La Libertad,Web,2,28,0.0,56.0,8.93,Efectivo
V02492,2025-12-16,C0028,Hogar,Tubo PVC 1/2,Plomería,Arequipa,App,3,8,0.0,24.0,7.5,Transferencia
V02493,2024-09-19,C0145,Profesional,Alicate,Herramientas,Junín,Tienda,6,38,0.03,221.16,43.41,Yape
V02494,2025-02-15,C0136,Empresa,Martillo profesional,Herramientas,Piura,Web,1,65,0.1,58.5,7.8,Transferencia
V02495,2024-09-23,C0126,Empresa,Guantes de trabajo,Seguridad,Cusco,Web,5,22,0.0,110.0,32.77,Yape
V02496,2024-05-30,C0391,Hogar,Guantes de trabajo,Seguridad,La Libertad,Tienda,4,22,0.0,88.0,17.59,Efectivo
V02497,2025-05-14,C0328,Profesional,Martillo profesional,Herramientas,Lima,Web,5,65,0.05,308.75,69.03,Transferencia
V02498,2025-08-18,C0080,Profesional,Foco LED,Electricidad,Arequipa,Tienda,5,15,0.03,72.75,9.86,Efectivo
V02499,2025-05-06,C0375,Profesional,Cemento 42.5kg,Construcción,La Libertad,App,4,32,0.03,124.16,30.24,Transferencia
V02500,2024-07-18,C0461,Profesional,Pintura látex 4L,Pinturas,Junín,Tienda,1,95,0.05,90.25,16.03,Tarjeta
V02501,2025-11-03,C0284,Hogar,Guantes de trabajo,Seguridad,Piura,Web,4,22,0.1,79.2,11.41,Transferencia
V02502,2025-10-24,C0410,Hogar,Taladro inalámbrico,Herramientas,Cusco,Tienda,2,260,0.08,478.4,67.01,Plin
V02503,2025-01-01,C0005,Hogar,Martillo profesional,Herramientas,La Libertad,Web,5,65,0.03,315.25,77.29,Efectivo
V02504,2025-05-24,C0434,Hogar,Cemento 42.5kg,Construcción,La Libertad,Marketplace,4,32,0.05,121.6,26.21,Efectivo
V02505,2024-01-03,C0378,Hogar,Cemento 42.5kg,Construcción,Arequipa,Tienda,3,32,0.03,93.12,25.04,Yape
V02506,2025-02-27,C0269,Profesional,Martillo profesional,Herramientas,La Libertad,Tienda,6,65,0.05,370.5,59.87,Efectivo
V02507,2024-05-30,C0069,Hogar,Alicate,Herramientas,Junín,Web,3,38,0.03,110.58,28.47,Transferencia
V02508,2025-10-18,C0182,Hogar,Martillo profesional,Herramientas,Cusco,Tienda,2,65,0.03,126.1,18.86,Tarjeta
V02509,2024-05-28,C0321,Hogar,Brocha 3 pulgadas,Pinturas,Piura,Marketplace,7,18,0.08,115.92,13.98,Efectivo
V02510,2025-07-24,C0125,Profesional,Foco LED,Electricidad,Piura,App,5,15,0.05,71.25,14.37,Tarjeta
V02511,2025-06-20,C0398,Profesional,Casco de seguridad,Seguridad,Lima,App,4,35,0.0,140.0,34.92,Plin
V02512,2024-03-12,C0097,Empresa,Guantes de trabajo,Seguridad,La Libertad,Tienda,1,22,0.05,20.9,4.39,Plin
V02513,2025-08-30,C0035,Profesional,Llave de paso,Plomería,Lima,App,2,28,0.1,50.4,15.54,Tarjeta
V02514,2025-07-02,C0456,Hogar,Pintura látex 4L,Pinturas,La Libertad,Marketplace,4,95,0.0,380.0,92.17,Tarjeta
V02515,2025-04-23,C0119,Hogar,Martillo profesional,Herramientas,Lima,Tienda,1,65,0.05,61.75,14.81,Tarjeta
V02516,2024-04-04,C0351,Hogar,Foco LED,Electricidad,Cusco,Web,4,15,0.08,55.2,8.16,Tarjeta
V02517,2024-07-25,C0334,Empresa,Tubo PVC 1/2,Plomería,Arequipa,Marketplace,2,8,0.05,15.2,2.99,Yape
V02518,2024-10-07,C0408,Profesional,Taladro inalámbrico,Herramientas,Lima,App,2,260,0.0,520.0,84.44,Efectivo
V02519,2024-06-25,C0396,Profesional,Cable eléctrico 10m,Electricidad,La Libertad,Tienda,3,42,0.08,115.92,38.34,Efectivo
V02520,2025-04-13,C0098,Hogar,Llave de paso,Plomería,Cusco,Marketplace,7,28,0.1,176.4,46.98,Efectivo
V02521,2024-01-27,C0444,Hogar,Brocha 3 pulgadas,Pinturas,Arequipa,Web,6,18,0.1,97.2,22.43,Tarjeta
V02522,2024-02-13,C0027,Profesional,Casco de seguridad,Seguridad,Arequipa,App,3,35,0.03,101.85,30.11,Tarjeta
V02523,2024-12-26,C0193,Hogar,Martillo profesional,Herramientas,Junín,Tienda,2,65,0.05,123.5,30.9,Tarjeta
V02524,2024-08-15,C0107,Hogar,Foco LED,Electricidad,Junín,Web,2,15,0.0,30.0,8.47,Yape
V02525,2024-11-14,C0241,Hogar,Cemento 42.5kg,Construcción,La Libertad,App,4,32,0.05,121.6,30.34,Yape
V02526,2025-07-13,C0317,Profesional,Foco LED,Electricidad,Junín,Web,3,15,0.08,41.4,10.31,Efectivo
V02527,2024-02-25,C0225,Hogar,Guantes de trabajo,Seguridad,Arequipa,App,3,22,0.08,60.72,15.37,Yape
V02528,2024-04-03,C0490,Profesional,Brocha 3 pulgadas,Pinturas,Piura,Marketplace,2,18,0.0,36.0,4.47,Plin
V02529,2025-03-21,C0239,Profesional,Taladro inalámbrico,Herramientas,La Libertad,Tienda,3,260,0.08,717.6,200.07,Efectivo
V02530,2025-01-06,C0273,Hogar,Cable eléctrico 10m,Electricidad,Junín,App,1,42,0.08,38.64,8.07,Efectivo
V02531,2025-08-13,C0256,Profesional,Pintura látex 4L,Pinturas,Cusco,Web,7,95,0.05,631.75,211.54,Transferencia
V02532,2025-05-15,C0351,Hogar,Taladro inalámbrico,Herramientas,La Libertad,Tienda,4,260,0.0,1040.0,207.71,Transferencia
V02533,2024-07-01,C0481,Empresa,Martillo profesional,Herramientas,Lima,Tienda,2,65,0.05,123.5,20.66,Plin
